"Período","Mes","año","Zona","Provincia","Cantón","Oeps / Ueps","Sector Productivo","Tipo de Acompañamiento","Servicio DPC","Detalle del Servicio","No. Beneficiarios","RowID","Periodo","Mes (Right)","Provincia (Right)","Sector_Productivo","Servicio_DPC","No_Beneficiarios","$oid"
"3. Trimestre","Septiembre",2021,"6","CAÑAR","BIBLIAN","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",22,"Row243","1. Trimestre","Febrero","GUAYAS","Agropecuario","Servicio Limpieza",65,"6a5e8e8d453c93e2f7206862"
"3. Trimestre","Septiembre",2021,"7","EL ORO","MACHALA","OEPS","Servicios","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",14,"Row244","4. Trimestre","Marzo","GUAYAS","Servicios","Obtención Producto",28,"6a5e8e8d453c93e2f7206863"
"3. Trimestre","Septiembre",2021,"7","ZAMORA CHINCHIPE","YACUAMBI","OEPS","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",16,"Row245","2. Trimestre","Junio","PICHINCHA","Comercio","Mejora Flujo Proceso",97,"6a5e8e8d453c93e2f7206864"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","DURÁN","OEPS","Cadenas vinculadas a industrias básicas","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",12,"Row246","1. Trimestre","Marzo","IMBABURA","Servicios","Asistencia Técnica",39,"6a5e8e8d453c93e2f7206865"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Cadenas vinculadas a industrias básicas","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row247","1. Trimestre","Febrero","LOJA","Textil","Obtención Producto",18,"6a5e8e8d453c93e2f7206866"
"3. Trimestre","Septiembre",2021,"DMQ","DM QUITO","QUITO","OEPS","Agroalimentario","Mejora flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row248","4. Trimestre","Junio","GUAYAS","Comercio","Servicio Limpieza",66,"6a5e8e8d453c93e2f7206867"
"3. Trimestre","Septiembre",2021,"DMQ","PICHINCHA","CAYAMBE","OEPS","Servicios","Mejora flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",41,"Row249","3. Trimestre","Marzo","IMBABURA","Servicios","Obtención Producto",98,"6a5e8e8d453c93e2f7206868"
"3. Trimestre","Septiembre",2021,"DMQ","PICHINCHA","CAYAMBE","OEPS","Servicios","Mejora flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",19,"Row250","1. Trimestre","Mayo","LOJA","Comercio","Obtención Producto",39,"6a5e8e8d453c93e2f7206869"
"3. Trimestre","Septiembre",2021,"1","SUCUMBIOS","SHUSHUFINDI","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row251","1. Trimestre","Enero","IMBABURA","Comercio","Mejora Flujo Proceso",72,"6a5e8e8d453c93e2f720686a"
"3. Trimestre","Septiembre",2021,"1","SUCUMBIOS","SHUSHUFINDI","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row252","3. Trimestre","Junio","LOJA","Textil","Mejora Flujo Proceso",65,"6a5e8e8d453c93e2f720686b"
"3. Trimestre","Septiembre",2021,"1","CARCHI","MIRA","OEPS","Agroalimentario","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",2,"Row253","4. Trimestre","Marzo","LOJA","Agropecuario","Obtención Producto",99,"6a5e8e8d453c93e2f720686c"
"3. Trimestre","Septiembre",2021,"2","ORELLANA","ORELLANA","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row254","2. Trimestre","Junio","LOJA","Servicios","Servicio Limpieza",55,"6a5e8e8d453c93e2f720686d"
"3. Trimestre","Septiembre",2021,"2","ORELLANA","ORELLANA","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row255","4. Trimestre","Junio","IMBABURA","Textil","Obtención Producto",14,"6a5e8e8d453c93e2f720686e"
"3. Trimestre","Septiembre",2021,"3","COTOPAXI","LATACUNGA","OEPS","Cadenas vinculadas a industrias básicas","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",11,"Row256","3. Trimestre","Enero","LOJA","Agropecuario","Asistencia Técnica",88,"6a5e8e8d453c93e2f720686f"
"3. Trimestre","Septiembre",2021,"3","CHIMBORAZO","RIOBAMBA","OEPS","Agroalimentario","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",3,"Row257","4. Trimestre","Abril","LOJA","Servicios","Servicio Limpieza",18,"6a5e8e8d453c93e2f7206870"
"3. Trimestre","Septiembre",2021,"3","TUNGURAHUA","AMBATO","UEP","Agroalimentario","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row258","4. Trimestre","Marzo","PICHINCHA","Textil","Mejora Flujo Proceso",57,"6a5e8e8d453c93e2f7206871"
"3. Trimestre","Septiembre",2021,"3","TUNGURAHUA","AMBATO","OEPS","No priorizado en el cambio de la matriz productiva","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row259","3. Trimestre","Febrero","AZUAY","Agropecuario","Asistencia Técnica",10,"6a5e8e8d453c93e2f7206872"
"3. Trimestre","Septiembre",2021,"4","MANABI","PORTOVIEJO","UEP","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row260","1. Trimestre","Abril","PICHINCHA","Agropecuario","Servicio Limpieza",81,"6a5e8e8d453c93e2f7206873"
"3. Trimestre","Septiembre",2021,"4","MANABI","TOSAGUA","OEPS","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",129,"Row261","1. Trimestre","Febrero","LOJA","Textil","Mejora Flujo Proceso",47,"6a5e8e8d453c93e2f7206874"
"3. Trimestre","Septiembre",2021,"4","MANABI","PORTOVIEJO","UEP","No priorizado en el cambio de la matriz productiva","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row262","4. Trimestre","Abril","GUAYAS","Textil","Servicio Limpieza",74,"6a5e8e8d453c93e2f7206875"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","LA LIBERTAD","OEPS","No priorizado en el cambio de la matriz productiva","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row263","4. Trimestre","Junio","PICHINCHA","Agropecuario","Servicio Limpieza",20,"6a5e8e8d453c93e2f7206876"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","LA LIBERTAD","OEPS","Servicios","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row264","2. Trimestre","Abril","PICHINCHA","Agropecuario","Servicio Limpieza",16,"6a5e8e8d453c93e2f7206877"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","LA LIBERTAD","OEPS","Servicios","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row265","2. Trimestre","Mayo","GUAYAS","Comercio","Servicio Limpieza",50,"6a5e8e8d453c93e2f7206878"
"3. Trimestre","Septiembre",2021,"5","LOS RIOS","BABAHOYO","OEPS","Cadenas vinculadas a industrias básicas","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",11,"Row266","1. Trimestre","Marzo","GUAYAS","Servicios","Asistencia Técnica",85,"6a5e8e8d453c93e2f7206879"
"3. Trimestre","Septiembre",2021,"6","AZUAY","CUENCA","OEPS","Cadenas vinculadas a industrias básicas","Capacitación Imagen Corporativa","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",24,"Row267","3. Trimestre","Mayo","IMBABURA","Textil","Asistencia Técnica",37,"6a5e8e8d453c93e2f720687a"
"3. Trimestre","Septiembre",2021,"6","AZUAY","SEVILLA DE ORO","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",13,"Row268","3. Trimestre","Mayo","LOJA","Comercio","Obtención Producto",93,"6a5e8e8d453c93e2f720687b"
"3. Trimestre","Septiembre",2021,"6","AZUAY","CUENCA","OEPS","No priorizado en el cambio de la matriz productiva","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",14,"Row269","2. Trimestre","Abril","PICHINCHA","Comercio","Obtención Producto",92,"6a5e8e8d453c93e2f720687c"
"3. Trimestre","Septiembre",2021,"6","CAÑAR","BIBLIAN","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",22,"Row270","3. Trimestre","Enero","AZUAY","Textil","Servicio Limpieza",78,"6a5e8e8d453c93e2f720687d"
"3. Trimestre","Septiembre",2021,"7","EL ORO","MACHALA","OEPS","Servicios","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",14,"Row271","1. Trimestre","Mayo","LOJA","Textil","Asistencia Técnica",48,"6a5e8e8d453c93e2f720687e"
"3. Trimestre","Septiembre",2021,"7","ZAMORA CHINCHIPE","YACUAMBI","OEPS","Agroalimentario","Mejora Infraestructura","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",16,"Row272","4. Trimestre","Marzo","GUAYAS","Servicios","Servicio Limpieza",71,"6a5e8e8d453c93e2f720687f"
"3. Trimestre","Agosto",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Servicios","Certificaciones de Calidad","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",16,"Row273","4. Trimestre","Enero","LOJA","Textil","Obtención Producto",20,"6a5e8e8d453c93e2f7206880"
"3. Trimestre","Agosto",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Servicios","Capacitación Educación Financiera","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row274","2. Trimestre","Junio","AZUAY","Textil","Obtención Producto",12,"6a5e8e8d453c93e2f7206881"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Cadenas vinculadas a industrias básicas","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",33,"Row275","4. Trimestre","Junio","LOJA","Comercio","Asistencia Técnica",13,"6a5e8e8d453c93e2f7206882"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","DURÁN","OEPS","Cadenas vinculadas a industrias básicas","Certificaciones de Calidad","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",12,"Row276","1. Trimestre","Enero","GUAYAS","Servicios","Mejora Flujo Proceso",24,"6a5e8e8d453c93e2f7206883"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Servicios","Capacitación manipulación alimentos","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",14,"Row277","4. Trimestre","Junio","GUAYAS","Textil","Mejora Flujo Proceso",84,"6a5e8e8d453c93e2f7206884"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Servicios","Capacitación manipulación alimentos","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",15,"Row278","3. Trimestre","Marzo","AZUAY","Agropecuario","Servicio Limpieza",32,"6a5e8e8d453c93e2f7206885"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Cadenas vinculadas a industrias básicas","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row279","4. Trimestre","Mayo","PICHINCHA","Textil","Asistencia Técnica",81,"6a5e8e8d453c93e2f7206886"
"3. Trimestre","Septiembre",2021,"DMQ","DM QUITO","QUITO","OEPS","Agroalimentario","Certificaciones de Calidad","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row280","4. Trimestre","Febrero","GUAYAS","Comercio","Mejora Flujo Proceso",86,"6a5e8e8d453c93e2f7206887"
"3. Trimestre","Septiembre",2021,"DMQ","PICHINCHA","CAYAMBE","OEPS","Servicios","Capacitación manipulación alimentos","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",41,"Row281","4. Trimestre","Junio","IMBABURA","Servicios","Servicio Limpieza",64,"6a5e8e8d453c93e2f7206888"
"3. Trimestre","Septiembre",2021,"DMQ","PICHINCHA","CAYAMBE","OEPS","Servicios","Capacitación manipulación alimentos","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",19,"Row282","3. Trimestre","Febrero","PICHINCHA","Textil","Obtención Producto",32,"6a5e8e8d453c93e2f7206889"
"3. Trimestre","Septiembre",2021,"1","IMBABURA","IBARRA","OEPS","Cadenas vinculadas a industrias básicas","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",11,"Row283","4. Trimestre","Abril","PICHINCHA","Textil","Servicio Limpieza",36,"6a5e8e8d453c93e2f720688a"
"3. Trimestre","Septiembre",2021,"1","IMBABURA","ANTONIO ANTE","OEPS","Cadenas vinculadas a industrias básicas","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row284","1. Trimestre","Abril","PICHINCHA","Comercio","Servicio Limpieza",63,"6a5e8e8d453c93e2f720688b"
"3. Trimestre","Agosto",2021,"2","ORELLANA","ORELLANA","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row285","2. Trimestre","Abril","GUAYAS","Textil","Obtención Producto",53,"6a5e8e8d453c93e2f720688c"
"3. Trimestre","Agosto",2021,"2","NAPO","ARCHIDONA","OEPS","Servicios","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row286","4. Trimestre","Febrero","IMBABURA","Agropecuario","Obtención Producto",88,"6a5e8e8d453c93e2f720688d"
"3. Trimestre","Agosto",2021,"3","COTOPAXI","LATACUNGA","OEPS","No priorizado en el cambio de la matriz productiva","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",31,"Row287","4. Trimestre","Junio","GUAYAS","Comercio","Asistencia Técnica",21,"6a5e8e8d453c93e2f720688e"
"3. Trimestre","Agosto",2021,"3","CHIMBORAZO","GUANO","OEPS","Agroalimentario","Activos Fijos","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row288","3. Trimestre","Mayo","AZUAY","Textil","Obtención Producto",30,"6a5e8e8d453c93e2f720688f"
"3. Trimestre","Agosto",2021,"3","CHIMBORAZO","RIOBAMBA","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row289","1. Trimestre","Junio","GUAYAS","Servicios","Obtención Producto",11,"6a5e8e8d453c93e2f7206890"
"3. Trimestre","Septiembre",2021,"4","MANABI","PORTOVIEJO","OEPS","Cadenas vinculadas a industrias básicas","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row290","1. Trimestre","Junio","AZUAY","Servicios","Servicio Limpieza",44,"6a5e8e8d453c93e2f7206891"
"3. Trimestre","Septiembre",2021,"4","MANABI","JIPIJAPA","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",57,"Row291","3. Trimestre","Junio","LOJA","Agropecuario","Obtención Producto",69,"6a5e8e8d453c93e2f7206892"
"3. Trimestre","Septiembre",2021,"4","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO","UEP","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row292","4. Trimestre","Junio","LOJA","Textil","Mejora Flujo Proceso",70,"6a5e8e8d453c93e2f7206893"
"3. Trimestre","Septiembre",2021,"5","LOS RIOS","URDANETA","OEPS","Agroalimentario","Activos Fijos/capital de trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",11,"Row293","2. Trimestre","Mayo","IMBABURA","Textil","Servicio Limpieza",85,"6a5e8e8d453c93e2f7206894"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","SANTA ELENA","OEPS","Cadenas vinculadas a industrias básicas","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row294","4. Trimestre","Enero","AZUAY","Servicios","Obtención Producto",35,"6a5e8e8d453c93e2f7206895"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","SALINAS","OEPS","No priorizado en el cambio de la matriz productiva","Activos Fijos/capital de trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",9,"Row295","2. Trimestre","Junio","LOJA","Servicios","Mejora Flujo Proceso",72,"6a5e8e8d453c93e2f7206896"
"3. Trimestre","Septiembre",2021,"6","AZUAY","CUENCA","OEPS","No priorizado en el cambio de la matriz productiva","Activos Fijos/capital de trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",17,"Row296","3. Trimestre","Junio","AZUAY","Servicios","Obtención Producto",90,"6a5e8e8d453c93e2f7206897"
"3. Trimestre","Septiembre",2021,"6","AZUAY","CUENCA","OEPS","No priorizado en el cambio de la matriz productiva","Activos Fijos/capital de trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row297","1. Trimestre","Enero","AZUAY","Servicios","Asistencia Técnica",74,"6a5e8e8d453c93e2f7206898"
"3. Trimestre","Septiembre",2021,"6","AZUAY","SEVILLA DE ORO","OEPS","No priorizado en el cambio de la matriz productiva","Activos Fijos/capital de trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",13,"Row298","2. Trimestre","Abril","LOJA","Servicios","Asistencia Técnica",44,"6a5e8e8d453c93e2f7206899"
"3. Trimestre","Septiembre",2021,"7","ZAMORA CHINCHIPE","YANTZAZA","OEPS","Cadenas vinculadas a industrias básicas","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",20,"Row299","4. Trimestre","Junio","LOJA","Textil","Asistencia Técnica",46,"6a5e8e8d453c93e2f720689a"
"3. Trimestre","Septiembre",2021,"7","ZAMORA CHINCHIPE","YACUAMBI","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",16,"Row300","4. Trimestre","Abril","LOJA","Servicios","Obtención Producto",37,"6a5e8e8d453c93e2f720689b"
"3. Trimestre","Septiembre",2021,"7","ZAMORA CHINCHIPE","YANTZAZA","OEPS","No priorizado en el cambio de la matriz productiva","Activos Fijos","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",31,"Row301","3. Trimestre","Junio","LOJA","Agropecuario","Obtención Producto",60,"6a5e8e8d453c93e2f720689c"
"3. Trimestre","Agosto",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Cadenas vinculadas a industrias básicas","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",14,"Row302","4. Trimestre","Marzo","LOJA","Comercio","Obtención Producto",42,"6a5e8e8d453c93e2f720689d"
"3. Trimestre","Septiembre",2021,"8","DM GUAYAQUIL","GUAYAQUIL","OEPS","Cadenas vinculadas a industrias básicas","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row303","4. Trimestre","Mayo","IMBABURA","Agropecuario","Mejora Flujo Proceso",100,"6a5e8e8d453c93e2f720689e"
"3. Trimestre","Agosto",2021,"DMQ","DM QUITO","QUITO","OEPS","Cadenas vinculadas a industrias básicas","Activos Fijos/capital de trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",14,"Row304","3. Trimestre","Marzo","GUAYAS","Servicios","Obtención Producto",74,"6a5e8e8d453c93e2f720689f"
"3. Trimestre","Septiembre",2021,"DMQ","DM QUITO","QUITO","OEPS","Cadenas vinculadas a industrias básicas","Activos Fijos","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row305","1. Trimestre","Febrero","GUAYAS","Comercio","Asistencia Técnica",13,"6a5e8e8d453c93e2f72068a0"
"3. Trimestre","Septiembre",2021,"DMQ","DM QUITO","QUITO","OEPS","No priorizado en el cambio de la matriz productiva","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",85,"Row306","2. Trimestre","Enero","PICHINCHA","Comercio","Mejora Flujo Proceso",57,"6a5e8e8d453c93e2f72068a1"
"3. Trimestre","Septiembre",2021,"1","SUCUMBIOS","GONZALO PIZARRO","OEPS","Agroalimentario","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",10,"Row307","4. Trimestre","Abril","PICHINCHA","Agropecuario","Asistencia Técnica",59,"6a5e8e8d453c93e2f72068a2"
"3. Trimestre","Septiembre",2021,"1","SUCUMBIOS","LAGO AGRIO","OEPS","No priorizado en el cambio de la matriz productiva","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",14,"Row308","2. Trimestre","Marzo","IMBABURA","Agropecuario","Servicio Limpieza",18,"6a5e8e8d453c93e2f72068a3"
"3. Trimestre","Septiembre",2021,"1","SUCUMBIOS","LAGO AGRIO","OEPS","Servicios","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",23,"Row309","2. Trimestre","Marzo","IMBABURA","Servicios","Asistencia Técnica",22,"6a5e8e8d453c93e2f72068a4"
"3. Trimestre","Septiembre",2021,"2","ORELLANA","ORELLANA","OEPS","No priorizado en el cambio de la matriz productiva","Asesoramiento Certificación INEN","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",1,"Row310","3. Trimestre","Mayo","LOJA","Agropecuario","Asistencia Técnica",30,"6a5e8e8d453c93e2f72068a5"
"3. Trimestre","Septiembre",2021,"2","ORELLANA","LORETO","OEPS","No priorizado en el cambio de la matriz productiva","Asesoramiento Certificación INEN","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",1,"Row311","2. Trimestre","Abril","PICHINCHA","Comercio","Servicio Limpieza",64,"6a5e8e8d453c93e2f72068a6"
"3. Trimestre","Agosto",2021,"3","COTOPAXI","LATACUNGA","OEPS","No priorizado en el cambio de la matriz productiva","Elaboración Reglamento Interno","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",9,"Row312","2. Trimestre","Enero","IMBABURA","Servicios","Asistencia Técnica",96,"6a5e8e8d453c93e2f72068a7"
"3. Trimestre","Agosto",2021,"3","CHIMBORAZO","CHAMBO","OEPS","Agroalimentario","Elaboración Reglamento Interno","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",8,"Row313","4. Trimestre","Mayo","LOJA","Comercio","Mejora Flujo Proceso",24,"6a5e8e8d453c93e2f72068a8"
"3. Trimestre","Septiembre",2021,"3","TUNGURAHUA","AMBATO","OEPS","No priorizado en el cambio de la matriz productiva","Elaboración Reglamento Interno","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",3,"Row314","2. Trimestre","Enero","PICHINCHA","Textil","Asistencia Técnica",47,"6a5e8e8d453c93e2f72068a9"
"3. Trimestre","Septiembre",2021,"4","MANABI","TOSAGUA","OEPS","Agroalimentario","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",129,"Row315","1. Trimestre","Abril","PICHINCHA","Agropecuario","Mejora Flujo Proceso",86,"6a5e8e8d453c93e2f72068aa"
"3. Trimestre","Septiembre",2021,"4","MANABI","SAN VICENTE","OEPS","Agroalimentario","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",13,"Row316","1. Trimestre","Mayo","IMBABURA","Agropecuario","Asistencia Técnica",71,"6a5e8e8d453c93e2f72068ab"
"3. Trimestre","Septiembre",2021,"4","MANABI","PORTOVIEJO","OEPS","Agroalimentario","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",19,"Row317","2. Trimestre","Mayo","PICHINCHA","Comercio","Asistencia Técnica",95,"6a5e8e8d453c93e2f72068ac"
"3. Trimestre","Septiembre",2021,"5","LOS RIOS","BABAHOYO","OEPS","No priorizado en el cambio de la matriz productiva","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",5,"Row318","2. Trimestre","Abril","GUAYAS","Comercio","Mejora Flujo Proceso",25,"6a5e8e8d453c93e2f72068ad"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","LA LIBERTAD","OEPS","No priorizado en el cambio de la matriz productiva","Capacitación Educación Financiera","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",12,"Row319","4. Trimestre","Marzo","GUAYAS","Comercio","Servicio Limpieza",38,"6a5e8e8d453c93e2f72068ae"
"3. Trimestre","Septiembre",2021,"5","LOS RIOS","BABAHOYO","OEPS","No priorizado en el cambio de la matriz productiva","Mejora de procesos administrativos","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",3,"Row320","4. Trimestre","Mayo","IMBABURA","Servicios","Obtención Producto",90,"6a5e8e8d453c93e2f72068af"
